zpid,address,city,state,zip,latitude,longitude,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
154045068,Freshman Cir,Salt Lake City,UT,84117,40.671128,-111.856337,NA,1521.0,2.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154045068_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
154044996,Walker Estates Cir,Salt Lake City,UT,84117,40.65199,-111.825714,NA,7505.0,3.0,3.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154044996_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
154044861,E Wren Rd,Salt Lake City,UT,84117,40.664066,-111.815435,NA,1352.0,3.0,1.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154044861_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
154044862,Loredell St,Salt Lake City,UT,84117,40.657406,-111.814383,NA,3340.0,5.0,2.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154044862_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
205121833,E Normandywoods Ct,Salt Lake City,UT,84117,40.655486,-111.831898,NA,5993.0,6.0,7.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/205121833_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
215505557,E 4555 S,Salt Lake City,UT,84117,40.672567,-111.864102,NA,1272.0,3.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/215505557_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
154045164,S Leo Way,Salt Lake City,UT,84117,40.67486,-111.804885,NA,2188.0,4.0,2.0,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154045164_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
190876920,Cottonwood Ln,Salt Lake City,UT,84117,40.646559,-111.822972,NA,5543.0,5.0,4.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/190876920_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
154045071,Southmoor Dr,Salt Lake City,UT,84117,40.658684,-111.84144,NA,1904.0,3.0,1.5,NA,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/154045071_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
205121833,E Normandywoods Ct,Salt Lake City,UT,84117,40.655486,-111.831898,NA,5993.0,6.0,7.5,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/205121833_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
